ResponseID,Career,ProgramDescr,Major,DormFlag,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q2.g,Q2.h,Q2.i,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q4.1.a,Q4.1.b,Q4.1.c,Q4.1.d,Q4.2,Q4.3,Q4.4,Q4.5.a,Q4.5.b,Q4.5.c,Q4.5.d,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5
R_egPNwb5bFEYRpxr,UCOL,Liberal Arts & Sciences,History,1,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,7,3,7,3,5,2,4,7,2,2,2,5,3,3,5,4,5,5,1,2,7,7,4,2
R_bKrSzjPNkS6Pq9T,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,7,7,3,5,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,5,5,4,5,4,4,5,4,4,1,1,2,4,5,4,2
R_3fIaoAYLWyFzAzG,UBUS,Bachelor of Business Admin,Business Administration,1,5,5,4,6,3,1,1,5,4,2,4,3,3,3,3,2,7,6,5,6,4,2,5,4,2,3,2,4,4,3,2,2,3,2,2,2,4,4,4,2
R_54kIWsxXSv6SeON,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,4,5,3,3,3,1,5,3,5,7,4,3,5,4,3,7,7,7,7,6,7,5,7,5,4,5,5,3,4,5,4,5,1,1,2,4,3,6,2
R_eEUeuK90CZh8ZzT,UCOL,Liberal Arts & Sciences,Environmental Sciences,1,7,3,3,7,3,5,5,5,6,6,6,6,6,7,6,6,6,3,6,6,5,3,5,2,4,4,4,4,4,4,4,3,4,3,3,2,4,4,1,2
R_295GxOZ5TFnWXLP,UCOL,Liberal Arts & Sciences,History,2,6,5,3,5,2,1,5,4,5,4,6,6,7,7,4,3,6,4,7,7,4,2,3,6,4,4,4,2,3,3,5,5,5,3,1,2,6,6,4,1
R_398skFxTc9f6Qqp,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,6,6,6,3,6,2,1,7,7,7,6,6,4,6,6,3,5,5,6,6,5,4,4,2,2,2,2,4,2,3,3,3,3,4,4,2,3,3,3,1
R_5BeEDJJkGAguDDT,PUBH,Master of Public Health,Prevention Science,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,5,5,5,5,5,5,5,3,3,3,3,2,5,3,3,2
R_2s4LYjGd78XN5dB,THEO,Master of Divinity,Divinity,2,2,3,5,7,5,5,2,6,7,7,7,7,6,6,6,6,5,6,7,7,6,7,5,3,4,2,1,4,2,3,3,5,5,5,1,2,1,1,3,2
R_1LCxRmji1OTPLw1,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,3,6,3,2,4,1,5,6,5,6,6,4,6,5,6,5,4,6,4,6,4,5,5,3,4,1,3,3,3,3,5,5,3,1,2,6,6,4,2
R_06zH9TIhrNiwdZr,GNUR,Master of Science in Nursing,Family Nurse Practitioner,2,6,5,5,3,1,2,1,7,7,6,6,7,5,7,7,5,4,4,5,5,2,4,4,3,4,4,1,3,3,3,2,5,5,5,5,2,5,8,4,3
R_6JzAw19JIZYCnat,PUBH,Master of Public Health,Behavioral Sciences/Health Ed.,2,6,5,4,4,4,3,3,5,5,4,4,4,5,6,5,4,7,7,7,6,6,6,5,6,3,3,2,3,3,3,3,4,4,4,3,2,5,4,4,2
R_1Ocu49g1XDkX0iN,PUBH,Master of Public Health,Global Health,2,7,4,6,6,6,1,1,6,4,4,4,5,4,6,4,6,6,7,7,5,6,6,6,7,2,2,4,4,3,3,2,5,5,3,2,2,1,2,4,2
R_0TEEn0TSrBiqJtH,PUBH,Master of Public Health,Epidemiology,2,7,5,7,7,5,3,1,7,6,7,4,7,5,7,6,7,5,6,5,4,5,7,5,5,3,4,5,4,3,4,3,5,4,4,2,2,3,1,4,2
R_bar4FOwwqSnbOrH,GSAS,Doctor of Philosophy,Biomedical Engineering,2,5,4,5,6,2,1,1,6,6,4,5,5,6,6,6,4,5,5,5,5,5,5,5,5,4,3,4,4,3,4,3,4,4,4,4,2,4,4,,
R_tGtyIhfMsfMz30J,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,1,7,3,5,1,3,2,5,7,7,7,7,1,7,4,6,7,7,5,6,4,2,4,3,3,5,5,3,5,5,5,3,5,3,2,1,2,4,6,2
R_1lujbYYIn2Vxdja,UCOL,Liberal Arts & Sciences,Computer Science,1,7,4,3,7,1,3,1,2,5,1,4,2,5,7,3,2,6,6,4,6,6,7,7,7,2,4,1,4,4,4,3,4,4,1,1,2,3,1,4,1
R_cBbed5zk2oJU2A5,PUBH,Master of Public Health,Global Health,2,4,2,5,2,3,1,2,5,4,5,7,5,5,6,6,2,7,7,7,5,5,6,4,6,3,3,4,4,3,3,3,2,2,2,3,2,6,5,4,1
R_3rNRV2oDCk8Loym,LAW,Juris Master,Juris Master,2,7,5,5,5,6,1,1,6,7,7,5,7,7,7,7,7,5,6,7,5,3,2,5,5,2,2,2,1,3,4,4,5,5,5,5,2,5,5,1,2
R_3sB0EHVUOGyRVnB,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,6,5,6,6,4,3,1,7,5,4,5,5,4,6,5,7,5,5,5,5,5,4,3,3,3,3,2,4,3,4,2,5,5,5,3,2,4,6,4,1
R_dgOjs7ebDsASasl,UCOL,Liberal Arts & Sciences,Political Science,1,7,6,6,6,3,3,1,6,6,5,5,6,5,5,6,5,5,6,5,5,6,6,5,5,4,5,5,4,3,3,4,4,3,5,4,2,6,6,4,1
R_396ZicfX7ZAIS45,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,6,6,6,6,7,7,6,7,7,7,7,7,7,7,7,7,5,4,5,5,5,2,3,5,4,4,4,4,4,3,5,5,5,2,2,2,1,4,4,2
R_2Uat5I8SSdNe4k4,UCOL,Liberal Arts & Sciences,International Studies,1,6,2,3,4,5,2,2,3,4,2,3,5,5,5,4,3,6,4,7,6,5,4,4,5,4,4,2,4,4,4,4,3,3,3,1,2,4,5,4,2
R_dgRvET2cbvtuky9,UOXF,Associate of Arts,Arts & Sciences,1,7,7,7,7,5,5,4,7,6,4,4,7,7,7,3,7,6,7,7,7,6,7,6,7,3,1,5,3,3,3,4,5,5,1,1,2,3,3,4,2
R_bjGdOYan5CzQp1z,UCOL,Liberal Arts & Sciences,Physics & Astronomy,1,6,5,5,5,5,5,5,7,5,5,4,4,2,6,4,1,2,4,4,4,4,4,4,4,3,5,3,3,3,3,3,3,3,1,1,2,2,8,3,2
R_ANBALyy2ioIx4ch,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,3,4,7,3,3,1,5,6,4,4,5,2,5,3,3,7,7,5,7,4,6,6,5,4,4,5,3,4,4,3,5,4,3,4,2,3,1,3,2
R_6R1r7cx2QckDWg5,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,3,5,6,5,5,2,3,4,4,4,5,2,6,4,4,7,6,7,7,7,5,4,4,3,4,4,4,4,4,3,3,3,3,3,2,4,4,1,2
R_OxpOkD5yvzJcahH,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,3,6,7,7,2,2,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,
R_6u2pTgJzPBbE593,UCOL,Liberal Arts & Sciences,Biology,1,7,7,5,6,5,7,1,7,7,7,4,7,3,6,6,7,7,7,7,,6,7,6,5,5,5,4,5,5,5,5,5,5,3,5,2,5,7,1,2
R_4JfowdAouIbJqaV,GSAS,Master of Development Practice,Master of Development Practice,2,7,5,7,5,6,3,2,6,6,5,3,6,3,7,6,5,7,6,7,3,5,6,2,3,4,2,2,4,2,2,3,4,5,4,2,2,5,4,4,1
R_eKE5PkNvaquQdh3,PUBH,Master of Public Health,Epidemiology,2,3,3,3,2,3,1,1,3,2,2,5,3,3,2,1,2,4,3,4,4,4,4,3,3,1,1,1,1,1,2,2,3,3,3,1,2,5,5,4,2
R_eP2HXErrI4kKv09,UBUS,Bachelor of Business Admin,Business Administration,1,5,5,5,5,5,5,1,4,4,4,4,4,4,4,3,5,5,4,5,5,5,5,4,5,4,4,5,5,4,4,5,3,3,3,3,2,5,7,4,2
R_4YMIEBoObnM1zgh,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,4,2,2,3,1,1,5,4,2,6,5,3,3,7,5,,,,,,,,,,,,,,,,,,,,,,,,
R_enetrYy3NxJfnZX,UCOL,Liberal Arts & Sciences,Neuroscience & Behav Biology,1,3,4,4,5,5,5,4,5,5,6,4,4,6,7,6,7,6,7,5,6,7,5,6,6,2,3,3,4,3,3,4,4,4,2,2,2,5,6,4,1
R_42xb8FKUMoGlOvj,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,6,6,5,4,3,2,5,3,3,6,4,2,5,3,2,4,5,5,5,4,3,5,5,4,4,2,4,3,4,5,4,4,2,2,2,2,4,4,2
R_2c8dnaN6MEqFgvX,UCOL,Liberal Arts & Sciences,Biology,1,6,6,4,6,5,5,2,6,6,6,6,6,6,6,6,6,6,5,5,6,5,5,6,6,4,4,3,4,3,3,3,5,5,5,5,2,5,7,1,2
R_6PC4IPNwGliPKlv,PUBH,Master of Public Health,Behavioral Sciences/Health Ed.,2,5,5,3,2,2,1,1,4,4,3,3,5,4,7,5,4,6,6,6,6,6,5,5,7,4,4,1,4,3,2,3,4,3,2,1,1,3,6,4,1
R_bDtsa4SNB9FQE0B,UCOL,Liberal Arts & Sciences,History,1,6,4,6,6,3,2,1,5,4,4,6,5,5,6,5,4,4,6,7,5,3,6,5,6,4,4,3,5,4,3,4,5,5,2,2,2,7,5,4,2
R_2yjyi1TG79RQUKo,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,4,4,5,4,5,2,5,5,4,5,5,5,7,6,5,5,5,5,5,5,6,2,1,3,3,2,4,5,5,4,5,5,3,1,2,1,6,4,1
R_3KSEZzLF8kIWnxb,UOXF,Associate of Arts,Arts & Sciences,1,1,1,1,1,1,2,2,4,4,4,4,4,4,5,6,,4,4,6,6,1,1,1,7,4,4,4,4,1,1,1,1,1,1,1,2,6,6,1,2
R_5vvDYy4h15n4DpX,UCOL,Liberal Arts & Sciences,Psychology,1,7,6,6,3,4,3,2,6,5,5,4,6,3,5,5,6,7,4,6,5,3,4,2,2,4,3,4,4,5,5,5,5,5,1,1,2,5,6,4,2
R_3CC21iFOcVqegzd,UCOL,Liberal Arts & Sciences,English,1,6,5,5,3,7,3,1,6,7,6,7,7,6,7,5,5,7,7,7,4,4,6,3,4,4,3,5,3,3,3,1,5,5,5,5,2,5,4,4,1
R_29UKh7vFJmALcm9,GNUR,Master of Science in Nursing,Family Nurse Practitioner,2,5,6,6,3,2,1,1,6,7,5,4,7,7,7,7,5,4,4,5,4,4,5,3,4,3,3,4,3,3,3,5,3,3,3,2,2,4,5,4,1
R_8wVB9TzJiSCgZ9j,UCOL,Liberal Arts & Sciences,Chemistry,1,6,5,5,5,2,4,1,6,7,6,5,6,4,6,6,6,7,6,7,7,6,6,6,7,3,4,1,2,2,2,3,5,4,4,3,2,5,7,4,1
R_3f97snSGvQnkhx3,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,2,3,7,1,1,1,5,3,2,1,6,1,7,7,1,6,7,5,3,5,2,4,6,3,3,2,2,1,1,4,5,5,2,2,2,5,7,4,1
R_3JoBEL8ACi9YnkN,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,5,7,7,7,5,6,7,6,7,2,7,7,7,7,7,5,5,6,4,4,3,2,3,2,1,3,4,3,2,2,5,5,4,5,2,6,2,4,2
R_2QfiYQVQBzEgqpm,UBUS,Bachelor of Business Admin,Business Administration,1,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,5,4,5,5,5,5,4,5,3,3,3,4,4,4,4,3,4,4,4,2,1,1,1,1
R_6RaZfBenCkWWZ4p,UCOL,Liberal Arts & Sciences,Chemistry,1,4,6,7,7,6,3,2,6,6,6,7,7,7,7,5,6,6,5,7,5,5,6,3,4,2,2,1,4,3,3,4,5,5,3,3,2,4,7,4,2
R_8BKIlcDd3GGR80Z,UCOL,Liberal Arts & Sciences,Music,1,6,5,5,4,6,5,3,7,7,6,6,7,6,7,7,7,4,5,6,4,3,4,4,4,,,,,,,,,,,,,,,,
R_bjFxZISdu1BnS05,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,7,7,1,7,3,2,4,6,5,3,6,3,6,4,5,6,5,5,6,6,5,6,7,3,3,2,4,1,,2,4,4,2,3,2,5,5,4,1
R_7a3Tkk7SlI11VDT,PUBH,Master of Public Health,Health Policy and Management,2,7,7,7,7,7,1,1,7,4,4,1,7,5,5,6,6,4,2,2,4,1,6,3,4,4,4,1,4,2,2,2,4,4,3,4,2,5,7,6,2
R_77pKaL3UpOW65Zb,UCOL,Liberal Arts & Sciences,Economics,1,7,7,5,3,3,7,2,7,7,7,7,7,5,7,7,7,5,4,7,7,5,4,4,7,4,5,3,5,5,5,5,2,2,2,2,1,4,5,1,1
R_wSpdFFNforehKp3,UBUS,Bachelor of Business Admin,Business Administration,1,5,3,5,7,1,2,1,4,5,3,5,5,3,6,4,2,4,5,5,7,4,7,4,5,1,2,4,4,1,1,3,5,5,1,1,2,4,5,6,2
R_aYuIVWRDO3ojSF7,GAH,Anesthesiology/ Patient M,Anesthesiology/Patient Monitor,2,7,6,5,4,5,1,1,6,7,7,6,7,7,7,6,6,5,5,7,5,6,5,5,5,4,4,2,3,5,5,4,5,5,3,2,2,3,5,4,1
R_3f5ibL3GdCovHaR,THEO,Master of Divinity,Divinity,2,4,3,5,3,4,3,4,3,4,4,5,4,3,4,4,3,3,4,5,3,6,4,5,5,,,,,,,,,,,,,,,,
R_8fb2uxN94mt3LJX,UOXF,Associate of Arts,Arts & Sciences,1,3,3,3,3,3,3,3,4,3,5,3,5,5,4,4,6,4,6,3,6,6,5,5,1,3,3,3,3,3,4,1,3,3,3,3,2,5,5,3,1
R_0N7cusbdA5hMWB7,PUBH,Master of Public Health,Global Health,2,5,5,6,3,5,2,1,6,7,7,2,7,2,6,7,7,4,3,6,5,5,4,4,4,3,4,4,2,3,4,5,3,4,2,3,2,4,2,4,2
R_ekw84ArgKHPIbtP,UCOL,Liberal Arts & Sciences,Biology,1,7,6,4,4,3,3,3,6,4,2,5,6,5,6,3,4,7,5,7,6,5,7,6,6,3,4,5,5,3,3,3,4,4,2,1,2,4,4,1,2
R_3wnG2cFJIPoEGq1,UOXF,Associate of Arts,Arts & Sciences,1,5,4,7,4,3,5,1,6,7,7,1,7,7,7,5,7,5,4,6,7,4,7,5,7,4,5,1,4,5,5,5,5,4,4,3,2,3,4,4,2
R_2Y9vVH8Q9fsGWst,UCOL,Liberal Arts & Sciences,Biology,1,7,5,2,7,5,3,1,5,5,5,5,5,5,5,5,5,7,7,7,7,5,4,6,7,4,4,2,4,5,5,5,4,4,4,4,2,1,8,1,2
R_8k8yh9mCavqpMO1,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,6,5,6,6,2,1,1,6,4,2,1,7,3,7,5,4,2,5,5,4,5,5,3,3,2,2,1,3,1,1,3,4,4,1,1,2,4,5,4,2
R_06uJ3yKFxXB2ha5,UBUS,Bachelor of Business Admin,Business Administration,1,5,5,5,5,5,5,5,6,5,6,6,5,4,5,6,5,6,5,4,5,4,6,6,4,4,4,4,4,4,3,3,3,3,2,3,1,3,4,1,1
R_7Wja8YX4OuHwFhz,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,6,7,5,2,1,1,1,5,6,3,7,7,3,6,6,4,6,4,6,5,4,6,1,2,1,1,5,3,3,3,5,5,2,1,1,2,3,1,4,1
R_d3Y1MLM6ArvnFEF,UCOL,Liberal Arts & Sciences,Political Science,1,5,5,5,3,3,3,1,7,6,6,4,7,5,7,5,6,6,2,6,6,6,5,2,3,4,4,2,3,4,3,5,4,3,3,3,2,6,6,6,2
R_eDJzSdvhkE69tSR,UBUS,Bachelor of Business Admin,Business Administration,1,7,3,6,4,2,1,1,5,6,6,4,6,4,7,5,3,7,7,7,7,4,6,4,4,4,5,4,4,3,3,2,1,4,1,1,1,4,5,1,2
R_e8O60CgVfx94aaN,UNUR,Bachelor of Science in Nursing,Nursing,2,6,6,6,1,3,1,1,5,1,2,6,5,2,7,1,1,4,6,7,2,4,1,4,5,2,2,2,2,1,1,1,5,1,1,1,2,1,1,4,2
R_D76VS4B6Cje1LLH,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,6,6,7,7,7,7,6,7,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1
R_0uZ95ziLEiFgmfb,UCOL,Liberal Arts & Sciences,Biology,1,5,5,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,5,5,5,3,3,3,3,2,1,1,1,2
R_d4gABW1BiDHV1KB,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,6,4,5,5,2,2,2,6,7,6,6,6,7,7,6,6,6,4,6,6,5,7,6,6,4,4,3,5,4,4,4,5,5,4,5,2,5,3,4,2
R_3EQ1khO42RiiaWa,UCOL,Liberal Arts & Sciences,Environmental Sciences,1,7,4,5,7,7,3,4,7,7,7,4,6,7,7,7,7,5,6,5,6,6,7,4,6,4,3,5,3,3,4,4,5,5,5,5,2,4,4,4,2
R_1DwqdY7CwcF9PZy,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,3,3,1,5,7,3,1,4,6,4,5,5,5,5,4,4,6,7,4,5,6,3,7,4,3,5,2,5,3,3,3,5,5,3,1,2,5,5,4,2
R_Zq588IemEoE4TgB,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,2,4,6,6,6,7,7,6,7,7,6,7,7,6,7,5,5,4,6,4,3,6,6,3,3,2,5,4,4,5,4,4,3,3,2,6,7,3,2
R_8wR04Wwo5jC3kod,THEO,Master of Divinity,Divinity,2,5,5,5,6,6,6,2,6,5,5,7,6,6,7,6,6,6,5,7,7,5,4,6,7,4,4,2,4,3,3,3,4,4,3,3,2,1,1,2,2
R_2ymdUJPTnQxUx3m,THEO,Master of Divinity,Divinity,2,6,6,6,5,4,6,6,7,7,5,5,6,5,7,5,6,5,5,7,6,5,3,3,4,4,4,4,4,4,3,4,3,3,1,1,2,4,4,4,2
R_6eQ06thBhssgNFz,UCOL,Liberal Arts & Sciences,Biology,1,7,5,2,7,2,3,1,4,5,4,5,4,2,6,6,6,4,5,6,6,5,2,4,4,4,4,1,3,2,3,3,5,5,2,5,1,5,7,1,2
R_2doRr6XomnKfcsW,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,5,4,2,1,1,1,3,5,2,1,4,2,5,5,1,4,4,4,5,4,7,1,4,5,5,1,3,2,2,3,4,4,3,2,2,5,5,4,1
R_8Dgqqeyrtf51vE1,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,7,4,5,7,2,1,1,5,7,5,7,5,7,7,7,3,5,6,7,4,4,5,6,7,1,1,1,1,2,3,3,3,4,1,1,2,1,4,4,2
R_bCoQ9X8Ly1CtAuF,GSAS,Doctor of Philosophy,History,2,7,5,3,5,4,1,1,5,7,5,5,4,3,5,5,3,7,7,7,4,4,5,4,4,4,4,2,3,3,3,3,5,5,4,4,2,3,3,4,1
R_3Enwu8GeN86BETz,UCOL,Liberal Arts & Sciences,Economics & Mathematics,1,5,5,5,5,5,5,5,5,5,5,5,5,6,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,2,2,1,4,5,1,2
R_5vymcnGraVRMHJj,GBUS,Evening MBA,Business Administration,2,7,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,4,4,7,7,7,3,3,3,3,3,1,1,3,3,1,1,2,4,3,4,1
R_3gUx2H599t1O0gC,GSAS,Doctor of Philosophy,Chemistry,2,6,7,3,7,4,2,2,6,7,,6,6,6,6,6,6,6,7,7,7,7,6,6,7,4,4,2,4,3,3,3,2,4,3,3,1,4,4,1,1
R_1RducuGzli67WjH,UBUS,Bachelor of Business Admin,Business Administration,1,4,4,4,4,4,4,1,5,3,3,4,3,2,2,2,2,5,3,5,4,3,3,5,2,3,2,4,4,3,3,4,4,4,4,4,2,5,7,1,2
R_8uYamqbgVzFwpHn,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,7,3,6,3,2,1,1,1,1,1,2,7,7,2,2,7,7,7,7,7,3,3,4,4,4,1,5,5,4,5,4,4,1,1,2,5,4,6,2
R_3ar25E4bBsecdut,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,5,3,6,3,3,1,4,4,3,5,5,3,6,3,3,6,7,7,6,5,4,4,5,2,3,4,4,2,3,3,4,4,3,4,2,2,1,2,2
R_0AO3S4SeVBSHVw9,UCOL,Liberal Arts & Sciences,Economics & Mathematics,1,6,6,6,5,6,6,6,5,5,6,5,6,5,6,6,6,6,7,6,6,4,5,6,6,4,4,4,4,4,4,4,4,4,5,4,1,4,4,1,1
R_4O2CE91cnfTYVBb,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,2,6,1,4,2,1,4,2,3,2,3,2,2,2,1,5,5,5,5,3,5,4,5,3,3,1,4,3,2,1,5,5,5,1,2,6,4,4,2
R_5BaKFAq0a2JK1nv,GSAS,Doctor of Philosophy,Art History,2,7,4,6,6,3,2,1,6,6,5,7,7,6,6,5,6,5,6,7,7,5,5,4,6,4,4,3,4,3,3,2,5,3,1,1,2,1,2,4,2
R_3xFlen0ONfT3ai5,GSAS,Doctor of Philosophy,Epidemiology,2,6,5,3,5,3,1,1,5,5,5,6,4,4,7,6,4,6,5,5,4,5,7,5,5,3,3,1,4,3,3,3,4,5,3,5,2,5,4,4,2
R_2qn0R8H1DY5g1If,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,7,5,5,5,1,1,1,5,7,4,7,5,7,7,5,5,7,7,6,7,5,1,6,7,,,,,,,,,,,,,,,,
R_9HyyJSPSMHWBWT3,PUBH,Master of Public Health,Epidemiology,2,5,5,5,5,4,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,,6,1,1,2
R_3O67o3Gyj4VkRq5,GSAS,Master of Development Practice,Master of Development Practice,2,5,5,4,5,7,4,2,7,4,4,2,6,5,7,7,5,6,4,5,5,4,4,3,5,4,4,5,2,3,3,3,5,5,3,3,2,5,7,4,2
R_8G11PiNjYM8ene5,UBUS,Bachelor of Business Admin,Business Administration,1,5,5,5,5,7,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_blrPyhxFL8E1FoF,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,5,3,6,3,3,2,1,5,5,4,3,4,4,4,4,3,5,4,7,6,5,3,7,6,4,4,2,5,4,3,4,5,4,3,1,2,4,5,4,2
R_3dVFQFVHrJiGLFX,UCOL,Liberal Arts & Sciences,Computer Science,1,5,5,5,5,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_6m9liQEBOgrqZmJ,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,4,3,5,2,2,1,1,5,3,3,3,4,3,6,4,3,4,5,5,4,4,3,4,6,3,2,4,4,3,2,4,3,3,3,1,2,5,7,4,2
R_3L96I37dnKC1g0Z,UCOL,Liberal Arts & Sciences,Economics,1,7,7,7,5,5,3,1,5,4,3,1,6,6,7,6,4,3,4,5,4,5,3,4,5,3,3,1,3,3,3,5,4,4,1,1,2,5,6,4,2
R_9Sl8BhQCV08CKcB,UOXF,Associate of Arts,Arts & Sciences,1,7,5,3,3,3,7,6,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,2,3,5,4,2
R_bINACjsOYhOvEDX,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,7,5,6,6,2,4,1,6,5,4,5,6,6,7,7,4,7,7,7,7,7,7,6,6,4,4,4,4,4,4,4,5,5,2,2,2,5,6,4,1
R_ebXMYdNZYQkZcMJ,UCOL,Liberal Arts & Sciences,"Mathematics, Applied",1,6,2,4,6,3,4,1,3,3,2,7,4,3,6,2,5,7,7,7,7,7,3,5,6,4,4,4,5,4,3,5,5,5,1,3,2,4,7,4,2
R_1A0tAk3JZJzNVDT,GNUR,Master of Science in Nursing,Family Nurse-Midwife,2,5,5,5,5,3,5,1,7,7,7,7,7,7,7,6,6,5,7,7,7,6,6,4,7,3,3,4,5,5,5,5,4,4,4,1,2,4,6,4,2
R_xmBrw2YBYsP0T0R,THEO,Master of Divinity,Divinity,2,5,5,6,5,3,5,5,7,7,7,7,7,6,7,7,5,7,6,7,6,5,3,6,6,5,5,4,3,3,2,3,5,5,2,1,2,6,6,4,2
R_0x0FFwvnlJcJqyV,GSAS,Doctor of Philosophy,Hlth Srvs Rsrch & Hlth Policy,2,6,7,3,3,2,1,1,3,4,3,6,3,2,7,5,3,5,5,4,4,5,4,4,5,1,1,4,4,2,2,3,3,3,4,2,2,5,3,4,1
R_OEkvAEpQicMBhh7,UBUS,Bachelor of Business Admin,Business Administration,1,4,6,5,6,3,3,1,4,4,5,3,4,5,6,5,6,7,7,5,4,5,5,5,5,3,4,1,2,3,3,2,5,5,4,5,2,4,7,1,2
R_3hFa0YXrIezhpsP,UBUS,Bachelor of Business Admin,Business Administration,1,7,5,5,5,3,2,2,6,6,6,6,6,7,7,7,7,6,6,6,6,6,5,4,4,3,3,3,3,2,3,3,2,2,2,2,2,5,5,1,2
R_cTuktBsDMCs0jv7,GSAS,Doctor of Philosophy,Chemistry,2,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,5,6,6,5,6,6,5,6,4,4,4,4,4,4,5,5,5,5,5,1,4,4,1,2
R_8bQBfybGotcDTU1,GSAS,Doctor of Philosophy,Biological and Biomedical Sci.,2,7,6,5,3,4,2,1,5,6,6,3,6,7,6,5,3,5,5,4,5,4,6,5,6,3,4,3,4,2,2,3,4,4,2,2,1,6,6,1,1
R_0do4mdQB6ZH45Ct,UOXF,Associate of Arts,Arts & Sciences,1,4,3,4,5,5,3,4,3,4,3,4,2,4,3,3,4,3,3,4,3,4,4,4,5,2,3,4,3,3,3,3,3,2,3,4,2,3,5,4,1
R_bxW6w0lWJPumXqd,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,2,,2,4,2,3,4,2,2,7,7,1,1
R_3lr8XkgaFuEWMGV,UCOL,Liberal Arts & Sciences,Biology,1,7,5,1,7,2,3,1,6,7,7,6,6,2,6,4,7,7,7,6,7,7,6,6,7,4,5,3,5,4,4,3,4,4,2,2,2,5,5,1,2
R_V4swMH2YWJEqHVT,UCOL,Liberal Arts & Sciences,Undeclared - Arts & Sciences,1,4,7,3,5,3,1,1,3,7,3,4,4,1,7,7,3,4,4,4,4,4,4,4,4,4,4,1,3,2,2,5,1,5,1,1,2,1,1,,2
R_1GDCJAVBG6kQsgB,LAW,Juris Master,Juris Master,2,5,5,7,1,1,1,1,1,1,1,1,7,7,7,1,1,4,4,4,4,4,6,4,1,4,4,4,1,1,1,1,5,5,5,5,2,4,4,4,1
