ResponseID,Finished,Career,Q3a,Q3b,Q3c,Q3d,Q3e,Q3g,Q3f,Q5Club,Q5Vol,Q5Garden,Q5Hub,Q5Farm,Q5Web,Q5Movie,Q7Grown,Q7behavior,Q7aware,Q9a,Q9b,Q9c,Q9d,Q9e,Q9f,Q9g,Q9h,Q9i,Q9j,Q9k,Q9l,Q9m,Q9n,Q11foot,Q11Bio,Q11Equity,Q11PP,Q11Goals,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Status,Level,Time,Do you consider yourself:,Highest1,Highest2,Background,Woman,Man,TransW,NonBinary,PreferNotToAnswer,TransM,Residence
R_djo6vmis9xV5d2F,Survey Finished,UCOL,5,4,4,4,4,4,4,1,1,,,1,1,1,4,4,4,3,1,1,3,3,2,1,1,1,1,3,3,1,1,4,3,3,3,3,3,4,3,4,3,3,1,2,0,2,5,4,1,1,,,,,,On Campus
R_1LFmjN0bhHnCphp,Survey Finished,UBUS,5,3,5,4,4,3,3,,,,,1,1,,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,3,4,5,5,4,3,3,1,2,0,1,5,4,4,1,,,,,,On Campus
R_2afwTpwhaDcqEwK,Survey Not Finished,PUBH,4,4,4,3,5,1,2,,,,,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_2R2Oq7Xu09HKPR5,Survey Finished,UCOL,2,2,4,3,1,1,4,,,,,1,,,3,3,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,4,1,1,3,3,2,2,5,2,3,1,2,0,1,4,5,4,1,,,,,,On Campus
R_AgPBU1o6fBNswvf,Survey Finished,UCOL,5,5,5,4,3,2,4,,,,,1,,,4,3,3,2,3,3,3,2,2,1,3,3,3,3,3,3,3,4,4,4,3,4,4,3,3,4,3,4,1,2,0,1,1,1,1,,1,,,,,On Campus
R_03AGe0AHkz3qfHX,Survey Finished,UBUS,5,2,2,5,3,3,3,,,,,1,1,,4,4,4,3,1,1,3,1,3,1,1,1,1,3,3,1,1,3,3,2,2,2,3,4,3,5,2,3,1,2,0,1,5,4,4,1,,,,,,On Campus
R_3GoYtLlaPksSpwG,Survey Finished,UCOL,5,3,5,3,3,2,4,,,,,1,,1,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,3,5,4,4,3,2,4,1,2,0,1,6,3,4,,1,,,,,On Campus
R_3GcvM1ZnM2kUJK6,Survey Not Finished,UCOL,4,5,4,3,4,1,2,,,,,1,1,,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_3QMJRIBoqpxD5Fh,Survey Finished,UCOL,4,1,4,1,1,3,3,,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,3,1,3,1,1,1,2,0,,5,3,4,1,,,,,,On Campus
R_1d5CmoCiLLFZBPf,Survey Finished,UCOL,4,5,5,4,5,5,4,1,,,,1,1,,4,4,3,1,1,1,1,1,1,1,2,1,2,1,2,1,3,5,5,5,5,4,4,2,2,3,1,1,1,2,0,1,5,4,4,,1,,,,,On Campus
R_1Ig7mL5nHAdu1XI,Survey Not Finished,UCOL,4,2,4,4,2,4,2,,,,1,1,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_2CvW9UwArAPOVhM,Survey Finished,UCOL,4,5,5,4,3,2,3,,1,,,1,1,,4,4,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,4,5,5,5,4,4,4,1,2,0,1,6,7,2,1,,,,,,On Campus
R_2f1A5M9QeYX3rt8,Survey Finished,UCOL,4,4,4,4,4,3,5,,1,,,,1,,3,3,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,3,3,3,3,5,5,2,3,4,3,1,2,0,1,6,7,4,1,,,,,,On Campus
R_Zb3CbsFNDTy7NGF,Survey Finished,UCOL,5,4,5,3,2,1,4,,,,,,,,2,3,5,1,3,1,3,3,3,1,3,1,3,3,3,3,2,3,3,2,2,2,4,5,3,4,4,3,1,2,0,1,6,5,1,,1,,,,,On Campus
R_vpBwNcG0rj7PHz3,Survey Finished,UCOL,3,3,2,2,3,2,2,,,,,,,1,3,3,4,3,1,1,2,1,1,1,3,1,1,1,1,1,3,4,4,1,1,1,3,2,3,4,3,3,1,2,0,1,4,1,1,1,,,,,,On Campus
R_2Vjy3Oft5JHAOEr,Survey Finished,UCOL,4,4,3,2,1,1,2,,,,,,,,3,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,2,1,3,3,2,2,2,4,4,1,2,0,1,6,5,1,1,,,,,,On Campus
R_3PsOwgwBmjYhyVt,Survey Finished,UCOL,5,5,3,5,4,1,1,,1,1,,1,,,2,3,3,1,3,3,2,2,,,,,,,,,,4,3,3,3,1,5,5,5,4,5,4,1,2,0,1,5,5,1,1,,,,,,On Campus
R_3LZqPpgSztf2o8c,Survey Finished,UBUS,2,2,4,3,2,1,2,,,,,,,,3,3,3,1,1,3,1,1,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,1,2,0,1,5,5,,,,,,1,,On Campus
R_2w1ubBCGjCBm3g1,Survey Finished,UCOL,5,4,3,3,5,2,1,,,1,1,1,,,2,3,1,1,1,1,1,1,1,1,1,1,,1,1,1,3,5,5,5,5,5,4,5,4,5,5,4,1,2,0,1,5,3,4,1,,,,,,Off Campus
R_3I6OS4pWKqJzvX9,Survey Finished,UBUS,4,4,4,2,1,1,2,,,,,,1,,5,4,4,3,2,1,3,1,1,1,1,1,1,2,3,3,1,4,3,3,2,1,4,2,2,1,2,2,1,2,0,1,4,4,4,,1,,,,,On Campus
R_shuPL5zstsde5hf,Survey Finished,UCOL,3,2,4,3,2,3,5,1,,,,1,,,4,4,2,1,1,2,2,1,3,1,1,3,1,3,3,1,1,3,1,1,1,2,3,4,2,4,3,2,1,2,0,1,4,4,1,1,,,,,,On Campus
R_2ByUlLQliPcIZYh,Survey Finished,UCOL,5,5,5,5,5,5,5,,,,,1,,,4,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,4,3,5,5,5,5,5,5,5,1,2,0,2,4,2,4,1,,,,,,On Campus
R_QlwJVqhDtw5iZEZ,Survey Finished,UCOL,5,3,3,4,5,3,1,,,,,,,,4,4,4,1,1,1,1,1,1,1,3,1,1,3,1,1,1,5,5,4,3,1,4,4,4,4,4,4,1,2,0,1,4,6,6,1,,,,,,Off Campus
R_2EFZg2dGkjQZ1Ij,Survey Finished,UCOL,4,4,5,3,3,2,3,,,,,1,,,2,3,4,3,3,3,3,1,3,1,3,1,1,3,3,3,1,5,2,1,2,1,3,2,2,3,3,3,1,2,0,1,6,7,1,1,,,,,,On Campus
R_1LGTLvZZSxn0qYk,Survey Finished,UCOL,5,5,5,5,5,3,3,1,,,,1,,,3,3,2,3,1,1,1,1,1,1,1,1,1,2,2,1,1,5,5,5,5,5,5,5,5,5,4,4,1,2,0,2,6,5,1,1,,,,,,On Campus
R_3GB5eIBk6W0p94Y,Survey Finished,UCOL,5,5,5,2,2,1,1,,,,1,1,,,3,3,2,3,3,1,1,3,1,1,1,3,3,3,3,3,2,5,5,1,,1,3,3,2,5,2,3,1,2,0,2,5,4,1,,1,,,,,On Campus
R_2y2cNIHWKI1ML6w,Survey Finished,THEO,4,5,4,4,3,3,4,,,1,,1,,,3,3,5,1,1,3,1,1,1,1,3,1,1,1,3,1,1,5,5,3,2,3,5,5,5,5,5,5,2,0,2,1,5,4,4,1,,,,,,Off Campus
R_D8fAcjewEZOPjWx,Survey Finished,UCOL,4,4,4,2,2,1,4,,,,,1,1,,3,4,4,1,3,1,3,1,1,1,1,1,1,1,1,1,1,5,5,3,2,3,4,4,4,5,5,4,1,3,0,1,6,6,6,1,,,,,,On Campus
R_1mUcctck6UAGozq,Survey Finished,UCOL,3,1,3,4,1,1,3,,,,,1,,,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,2,3,4,3,4,3,5,3,1,1,2,0,1,4,1,4,,1,,,,,On Campus
R_2TSsjBSoVUv88xJ,Survey Finished,UCOL,4,4,4,4,5,1,3,,1,,,1,,,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,3,5,4,4,4,4,4,1,2,0,1,5,4,4,1,,,,,,On Campus
R_1F8NFAdDgeUjdVd,Survey Not Finished,UCOL,4,5,3,3,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_2BtiFEY3gvMjkUG,Survey Finished,UBUS,5,5,5,5,2,1,3,,,,,1,1,1,3,4,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,4,3,4,4,4,5,4,4,1,2,0,1,5,4,1,,1,,,,,On Campus
R_BY7LSh8BXlToxY5,Survey Finished,UCOL,4,5,5,4,4,4,4,1,1,1,1,1,1,1,5,5,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,3,3,5,4,5,5,5,4,4,1,2,0,2,6,5,4,1,,,,,,On Campus
R_3j29Gc2tTYdB6to,Survey Not Finished,UOXF,3,5,3,3,2,3,1,,,1,,,,,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_2wi3lQCOny3Yx2F,Survey Finished,UCOL,5,5,5,5,5,5,5,1,1,1,1,1,,,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,4,4,4,4,1,2,0,2,3,3,1,1,,,,,,On Campus
R_0DrZDmnX8bgsGLn,Survey Finished,UCOL,5,5,4,5,3,2,4,,,,,,,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,3,5,5,5,4,5,5,5,1,2,0,1,5,5,4,,1,,,,,On Campus
R_1jQjm0fXFIvs1qU,Survey Finished,UCOL,5,5,5,4,3,3,5,,,,,1,,,4,3,4,1,1,1,3,1,1,1,3,1,1,1,1,1,1,5,5,3,2,4,5,4,5,5,4,4,1,2,0,1,5,3,1,1,,,,,,On Campus
R_vBLUJw0t51Djr69,Survey Finished,UCOL,4,2,5,3,2,1,4,,,,,1,,,4,4,4,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,4,1,1,2,4,5,4,4,4,4,1,2,0,1,4,4,4,1,,,,,,On Campus
R_23ep2HXYQflcoWy,Survey Finished,UOXF,4,3,5,4,4,1,3,,1,1,,1,,,4,4,4,3,3,1,2,1,1,1,1,1,1,1,2,3,1,3,4,1,1,1,5,4,4,5,4,4,1,3,0,2,4,5,2,1,,,,,,On Campus
R_1n9EDxFiSEWT5k8,Survey Finished,UOXF,4,3,4,2,5,3,3,1,,1,,,1,1,4,4,4,1,3,1,2,1,1,1,1,1,1,1,3,1,1,5,4,5,2,1,4,4,4,3,3,4,1,3,0,1,5,5,4,,1,,,,,On Campus
R_2SJQ3JvPvH0m8XB,Survey Finished,UBUS,5,4,4,4,3,1,2,,,,,1,,,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,3,2,1,1,5,4,4,4,4,5,1,2,0,1,6,7,4,1,,,,,,On Campus
R_2YWCd5ynaAbMhN6,Survey Finished,UBUS,4,4,4,5,3,2,4,,,1,1,1,,,2,2,2,1,1,1,3,1,1,1,1,1,1,1,3,1,1,4,4,3,3,4,3,4,4,4,4,4,1,2,0,1,5,1,6,,1,,,,,On Campus
R_0dJhv8Y39t2ahpv,Survey Finished,UCOL,4,4,5,4,5,3,3,,,,,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,5,4,4,4,4,4,1,2,0,1,4,4,4,1,,,,,,On Campus
R_2AHByhQN5JfkpmY,Survey Finished,UBUS,3,5,4,4,3,1,4,,,,,1,,,4,4,5,1,3,1,1,1,1,1,1,1,1,1,3,1,1,5,5,2,1,1,4,3,3,5,4,4,1,2,0,2,6,6,1,,1,,,,,On Campus
R_prWt9lIYRgYUorT,Survey Finished,UCOL,5,4,4,4,1,1,2,,,,,1,,,3,2,4,1,3,3,3,1,3,1,3,3,3,3,1,1,2,2,2,1,1,2,5,5,5,5,5,5,1,2,0,1,6,4,1,1,,,,,,On Campus
R_3mn3H90swwG5yTH,Survey Finished,UCOL,5,5,3,5,4,2,3,,,,,1,,,4,5,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,4,2,5,4,5,5,3,2,5,1,2,0,1,1,2,1,,1,,,,,On Campus
R_3EYKDxl58Nksm3v,Survey Finished,UCOL,4,3,4,3,4,2,5,,,,1,1,,,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,2,5,5,5,5,5,4,1,2,0,1,4,4,4,1,,,,,,On Campus
R_1DZiSP89ArK3bz8,Survey Finished,UCOL,3,2,4,4,3,1,2,,,,,1,1,,3,2,4,1,3,1,1,3,1,1,1,1,1,1,3,1,1,4,4,4,2,5,2,2,1,4,3,2,1,2,0,1,5,5,4,,1,,,,,Off Campus
R_eR43NxLXuAwXztD,Survey Finished,UCOL,5,4,4,3,2,1,4,1,,,,,,,3,4,4,3,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,4,4,5,4,4,1,2,0,2,3,3,1,,1,,,,,On Campus
R_3ke5r7Za7PFRxLC,Survey Finished,UCOL,4,3,4,5,4,1,2,,,,,1,,,4,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,2,1,1,3,4,4,2,5,2,2,1,2,0,1,1,1,2,1,,,,,,On Campus
R_33fe3otSfHNtU8t,Survey Finished,UCOL,4,4,4,4,3,2,4,,,,,1,,,4,4,4,1,1,1,2,1,3,1,2,1,3,1,3,1,1,3,5,2,2,1,4,4,3,3,3,2,1,2,0,1,6,5,4,1,,,,,,On Campus
R_2Xj8FR7vR7ZdDvn,Survey Finished,UCOL,4,5,4,4,3,1,3,,,,,1,1,,3,3,3,1,3,3,3,1,1,1,1,1,3,3,3,1,1,3,3,1,1,3,4,4,3,3,4,4,1,2,0,1,4,4,6,1,,,,,,On Campus
R_2zo4WTfpCdjAlkr,Survey Finished,UCOL,4,3,4,5,5,1,3,,,,,1,1,,3,2,3,1,1,1,1,3,3,1,3,1,1,1,1,1,3,4,3,2,2,2,3,2,2,5,2,4,1,2,0,1,6,4,1,,1,,,,,On Campus
R_1jq8kpxGWtFFSWT,Survey Finished,UCOL,5,1,5,5,5,1,1,,,,,,,,5,5,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,4,5,3,5,1,2,1,2,0,1,1,,3,1,,,,,,On Campus
R_3Dci10It8xWFztP,Survey Finished,UCOL,5,5,4,5,5,2,5,,,,,1,,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,2,2,3,5,5,5,5,5,5,1,2,0,2,3,3,1,1,,,,,,On Campus
R_cLR5e5dzM0BXby1,Survey Finished,UCOL,4,2,3,1,1,1,3,,,,,1,,,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,1,3,3,3,3,3,3,3,1,2,0,1,6,6,1,1,,,,,,On Campus
R_1eJZaPeH98xAd5x,Survey Finished,UCOL,4,5,3,3,3,1,2,,,,,,,,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,3,1,5,5,4,5,5,5,1,2,0,1,5,5,4,,1,,,,,On Campus
R_6JaMm12KVp4EVm9,Survey Finished,UCOL,4,2,4,1,1,1,4,,,,,1,,,1,1,2,1,1,1,1,1,3,2,1,1,1,1,2,2,2,5,5,4,1,4,2,4,4,5,5,3,1,2,0,1,1,4,6,1,,,,,,On Campus
R_10V2I87EU9CTDUA,Survey Finished,UCOL,4,4,4,4,1,1,3,,,,,,,,2,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,2,1,3,2,1,1,1,3,1,2,0,1,6,5,1,,1,,,,,On Campus
R_2aE4MBK0QK9dgGB,Survey Finished,UCOL,4,2,4,4,2,1,3,,,,,1,,,3,3,3,1,1,1,2,1,3,1,1,1,1,1,3,1,1,5,2,1,1,2,4,1,1,3,1,4,1,2,0,1,6,7,4,1,,,,,,On Campus
R_2EcJvg1QFbf5wiP,Survey Finished,UCOL,4,3,5,5,3,,2,,,,,,1,,3,3,3,1,1,1,3,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,4,5,4,5,4,4,1,2,0,1,4,3,3,1,,,,,,On Campus
R_1QgDOgO8BOXgHpE,Survey Finished,UBUS,4,3,3,4,2,1,2,1,1,,,1,1,,4,5,4,1,3,1,1,1,1,1,1,1,1,3,1,1,1,4,4,1,1,1,4,3,3,4,3,5,1,2,0,1,6,3,1,1,,,,,,On Campus
R_1n72KkMSAKPOsRS,Survey Finished,UCOL,5,4,4,4,4,2,3,,,,,1,1,,4,4,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,4,2,2,3,4,4,4,5,3,3,1,2,0,1,5,4,1,,1,,,,,On Campus
R_3HTdraE0gsiV56J,Survey Finished,UCOL,5,4,5,4,2,1,5,,,,,1,,,3,3,4,2,1,1,2,3,3,1,1,1,1,1,3,1,3,5,4,3,1,1,2,5,4,4,4,4,1,2,0,1,4,4,4,,1,,,,,On Campus
R_2e40r00ilbhF6jr,Survey Finished,UCOL,4,5,4,4,4,3,5,,,,,1,,,4,4,5,1,1,1,3,1,3,1,3,1,3,3,3,1,1,3,4,4,3,2,5,5,5,4,5,4,1,2,0,1,2,2,4,1,,,,,,On Campus
R_sSBXQMevDcQe2Ix,Survey Finished,UCOL,5,5,5,5,5,4,4,,1,,,,,,3,3,3,1,1,1,2,3,3,1,1,1,3,1,1,1,1,4,4,3,3,1,5,5,5,4,5,5,1,2,0,1,1,1,1,,1,,,,,On Campus
R_1gj9LVHUTgtJLH6,Survey Finished,PUBH,5,4,5,5,5,3,2,,,,1,1,1,,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,4,4,5,4,5,2,0,1,1,4,1,6,1,,,,,,Off Campus
R_3R2WBT26OvsdBXr,Survey Not Finished,LAW,4,2,5,4,3,1,5,,,,,,,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_1M4Xplx4R947PAb,Survey Finished,UCOL,5,3,3,4,4,1,3,,,,,1,,,3,3,3,1,3,3,3,3,3,1,3,1,1,1,3,1,3,5,5,1,1,1,4,4,3,4,3,4,1,2,0,1,5,5,1,,,,1,,,On Campus
R_3GpR9M5YXzhUy3w,Survey Not Finished,UCOL,5,5,5,5,5,5,5,,1,,,1,1,,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_3qfjyoVnw2UDFsS,Survey Finished,UCOL,5,4,4,4,3,5,5,,1,,,1,1,,3,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,5,5,5,5,5,5,1,2,0,1,6,7,4,1,,,,,,On Campus
R_2dgy9DFukOQ42Br,Survey Finished,UCOL,4,4,4,3,3,3,4,,1,1,,,,,3,3,3,3,3,1,3,3,3,1,1,1,3,3,3,3,1,4,4,1,3,3,4,4,3,3,3,4,1,2,0,1,2,2,2,,1,,,,,On Campus
R_3HNwPLCGgF2i1mF,Survey Finished,UBUS,4,4,3,4,3,3,3,,,,,,,,3,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,2,2,3,4,4,3,3,2,2,1,2,0,1,1,1,4,,1,,,,,On Campus
R_baxpbTehfpOdQUF,Survey Finished,UCOL,4,4,4,5,3,3,3,,,,,1,1,,3,3,3,1,3,1,2,3,3,1,1,1,3,3,3,1,2,5,4,1,1,1,4,4,3,3,2,4,1,2,0,1,1,1,2,1,,,,,,On Campus
R_86Nxiu3lUElR5Sh,Survey Finished,UCOL,4,2,3,1,1,1,5,,,,,1,,,2,3,3,1,1,1,3,3,1,1,1,1,1,3,1,1,3,5,3,2,2,3,3,3,2,2,2,3,1,2,0,1,4,5,4,,1,,,,,On Campus
R_9BJEYlMMS5ej68N,Survey Finished,UCOL,3,2,4,4,1,1,2,,,,,1,,,3,4,4,1,1,1,,3,3,1,1,3,3,3,3,1,1,3,3,1,1,1,2,1,2,1,2,2,1,2,0,1,4,4,6,1,,,,,,On Campus
R_2zNkp2u7t7VeNte,Survey Finished,UCOL,4,2,4,2,2,1,3,,1,,,1,,,4,4,4,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,4,1,1,2,3,3,2,1,2,2,1,2,0,1,2,2,3,1,,,,,,On Campus
R_10JEZm2ksgC9mKY,Survey Finished,UBUS,4,4,3,4,2,1,3,,,,,,,,3,3,3,1,3,3,1,1,3,1,1,1,1,3,1,1,1,3,3,1,1,3,3,4,4,4,4,4,1,2,0,1,6,5,4,,1,,,,,On Campus
R_33vuErgIJoY8kuo,Survey Finished,UCOL,5,4,5,4,4,3,3,,,1,,1,1,,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,5,4,4,4,4,5,1,2,0,1,4,4,1,1,,,,,,On Campus
R_1nZ6E6RYiDbNx3k,Survey Finished,UCOL,3,4,2,4,3,1,1,,,,,1,,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,2,0,,4,5,1,,1,,,,,On Campus
R_2y1tudTGSdHokAN,Survey Not Finished,UCOL,4,5,5,4,3,2,4,,,,,1,1,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
R_2CHBkk3zCpm4Wlt,Survey Finished,UCOL,3,4,4,5,5,2,2,,,1,,1,,,4,5,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,5,2,1,2,4,4,4,5,3,3,1,2,0,1,1,1,2,,1,,,,,On Campus
R_3M38xeUddpHSprV,Survey Finished,UCOL,3,3,4,4,2,1,3,,,,,1,1,,3,4,4,1,3,3,1,1,3,1,1,1,1,1,1,1,2,5,5,1,1,2,4,5,5,3,3,4,1,2,0,1,1,1,1,1,,,,,,On Campus
R_26bxSNxvx982RDL,Survey Finished,UCOL,5,3,3,3,1,1,3,,,,,1,1,1,3,3,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,5,4,2,1,1,4,4,5,2,2,3,1,2,0,1,3,3,1,,1,,,,,On Campus
R_1jpnxc7MmRExMzs,Survey Finished,UCOL,4,2,4,3,2,1,2,,,,,1,1,,3,2,3,1,1,1,3,1,3,1,1,1,1,1,1,1,2,5,5,1,1,5,3,4,2,4,2,3,1,3,0,1,3,3,3,1,,,,,,On Campus
R_3PMjGWjUiAE0R08,Survey Finished,UBUS,5,5,5,4,5,4,5,,,,,1,,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,5,3,3,3,2,4,1,2,0,1,8,8,,,,,,1,,On Campus
R_3qU6VNP1H5eHEF9,Survey Finished,UCOL,3,3,4,3,4,1,2,,,,,1,,,3,3,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,3,3,3,1,1,3,3,3,5,3,3,1,2,0,1,1,8,3,1,,,,,,On Campus
R_27mr2iTLH16sPdR,Survey Finished,UCOL,4,5,5,4,3,1,3,,,,,1,,1,3,3,4,1,3,1,2,3,1,1,1,1,3,1,1,1,1,3,4,1,1,2,4,3,3,4,3,2,1,2,0,1,2,8,3,1,,,,,,On Campus
R_10u9GMmX0tzC7ZL,Survey Finished,UCOL,4,3,3,3,1,1,1,,,,,,,,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,2,4,3,3,3,3,3,1,2,0,1,1,3,2,1,,,,,,On Campus
R_3ind1jlWI1S3lz3,Survey Finished,UCOL,4,2,3,2,3,2,5,,1,,,1,1,,3,4,4,1,3,3,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,4,5,5,5,5,5,3,1,2,0,1,4,3,4,1,,,,,,On Campus
R_3mdI98AaL9qlbje,Survey Finished,UCOL,5,4,5,3,1,2,1,,1,,,1,,,3,2,2,3,3,1,3,1,3,1,3,3,2,3,3,1,1,3,4,1,1,4,3,1,2,5,2,3,1,2,0,1,5,7,4,1,,,,,,On Campus
R_3Dp9j3Dekhty3E8,Survey Finished,GSAS,5,5,5,5,5,5,5,,1,,,,,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,2,0,3,1,5,1,4,,1,,,,,Off Campus
R_50eUMxmI4bfXYUF,Survey Not Finished,GSAS,4,1,4,1,1,1,1,,,,,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,Off Campus
R_svWJaizWs0oFUu5,Survey Finished,UCOL,4,4,4,4,2,1,5,,,,,,,,3,3,3,1,1,1,2,1,1,1,1,1,1,1,3,1,1,4,4,3,2,4,3,4,3,4,5,3,1,2,0,1,5,4,2,1,,,,,,On Campus
R_2urYe1BaFC16Abt,Survey Finished,UOXF,5,4,4,5,5,3,4,,,1,,,,,4,4,4,1,3,1,1,1,3,1,2,1,2,1,1,1,1,5,5,3,1,5,5,3,4,5,2,5,1,2,0,1,5,4,4,1,,,,,,On Campus
R_2ZODjkYo5ka5lOU,Survey Finished,UCOL,4,3,4,2,2,3,5,,,1,,1,1,,3,3,4,1,1,1,1,1,1,1,1,1,2,1,3,1,1,5,5,5,5,5,5,5,5,3,5,5,1,2,0,1,4,4,6,,1,,,,,Off Campus
R_OcX2PtWxcsz9EMV,Survey Finished,UOXF,4,4,4,4,4,3,4,1,,1,,,,,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,4,3,4,1,2,0,1,6,5,4,1,,,,,,On Campus
R_1QoOyp0Ffn70g7m,Survey Finished,UCOL,5,4,5,4,3,5,4,1,1,,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,3,5,5,4,4,2,4,4,1,2,0,1,6,4,4,1,,,,,,On Campus
R_2tMrAq7xAFljGU4,Survey Finished,UCOL,4,3,1,5,1,1,3,,,,,1,,,3,3,5,1,3,1,3,3,3,1,1,3,3,1,3,1,1,2,4,1,1,1,3,4,2,2,2,3,1,3,0,1,6,4,4,,1,,,,,On Campus
R_3n7tbms9S0i7ceG,Survey Finished,UCOL,4,4,4,4,4,1,2,,,,,1,,,3,3,5,1,3,1,3,1,1,1,1,1,3,3,3,2,1,3,3,,,,4,3,3,3,2,2,1,2,0,1,1,8,6,1,,,,,,On Campus
R_ZrWKDZoaBQbQkSJ,Survey Finished,UCOL,5,4,4,3,5,1,2,1,,,,1,,,3,4,4,1,3,1,2,1,3,1,1,1,1,3,3,1,1,3,4,2,1,3,4,4,3,5,2,2,1,3,0,1,4,3,2,1,,,,,,On Campus
R_w7E1jVejYldA0Ex,Survey Finished,UCOL,4,4,4,4,3,1,1,,,,,1,,,3,3,5,1,1,3,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,2,5,2,2,4,4,5,1,2,0,1,5,4,1,1,,,,,,On Campus
R_3Duux4m8B3v1ZLJ,Survey Finished,UBUS,3,3,2,2,2,3,3,1,,,,1,,,3,2,3,1,3,1,2,1,1,1,1,1,3,1,1,1,1,5,4,3,3,4,4,3,3,4,3,4,1,2,0,1,5,3,1,,1,,,,,On Campus
R_UF41NSwEBkP0a1b,Survey Not Finished,UCOL,5,3,4,3,2,4,3,1,,,,1,,,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,On Campus
