ResponseID,Finished,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5.a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_3g1wDLdHHK4FPmm,Survey Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Eagle Row G,USA,7,6,7,6,5,7,6,6,5,5,7,6,4,6,6,7,5,5,4,5,4,5,5,4,5,4,5,4,5,5,5,1,1,0,1,1,2,0,1,5,5,4,1,0,0,0,0
R_72kAEh1u6ukOdUt,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Eagle Row I,TWN,6,6,6,6,5,3,3,3,4,4,5,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,1,1,2,0,1,4,7,1,1,0,0,0,0
R_2CEvAEx86ahtxyH,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Economics,ECONBA,Major,Woodruff Hall,CHN,3,2,5,3,2,3,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,1,3,0,0,1,4,1,1,0,0,0,0
R_2xXItwuSoHFJCHP,Survey Not Complete,UOXF,Associate of Arts,Junior,Arts & Sciences,ARTSCIAA,Major,Stone Hall,USA,5,2,3,6,2,2,1,2,3,4,2,2,2,2,2,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2ymc6yQo75l9h60,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Psychology,PSYCHBA,Major,Few Hall,USA,6,5,6,6,3,2,3,4,3,4,6,7,7,4,3,7,5,4,5,5,5,5,3,3,4,4,5,3,5,4,3,1,1,1,0,1,2,0,1,4,6,4,1,0,0,0,0
R_2zBnh738ymYGMjI,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Sociology,SOCBA,Major,Eagle Row C,USA,5,5,5,5,5,5,5,5,5,5,6,4,5,6,5,5,5,4,5,5,4,4,5,0,3,5,4,5,5,4,4,1,1,1,1,1,2,0,1,6,6,4,1,0,0,0,0
R_2QsnxM0msFQ80yH,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Dobbs Hall,USA,5,7,6,4,5,2,1,4,5,5,6,6,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,2,0,1,5,4,1,1,0,0,0,0
R_3MahPjGL0MSZHiq,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Longstreet-Means,USA,7,7,7,7,3,3,7,3,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,1,3,0,1,5,5,1,0,0,1,0,0
R_2CPos4qNgJRGAXO,Survey Not Complete,UOXF,Associate of Arts,Sophomore,Arts & Sciences,ARTSCIAA,Major,Dickey Hall,USA,7,6,5,5,5,6,7,4,3,3,7,5,6,5,7,5,5,4,5,5,0,3,4,4,2,2,4,4,4,3,4,1,1,1,1,1,3,0,1,6,6,4,1,0,0,0,0
R_3FRoKr62W3Nbr3f,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Clairmont Apts Tower,USA,5,3,5,7,6,2,4,6,5,4,5,5,4,4,4,5,4,3,5,4,5,4,5,5,5,5,4,5,5,5,4,1,1,0,0,1,2,0,1,4,3,4,1,0,0,0,0
R_bw6Ngyfywtw0Fyh,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,History,HISTORYBA,Major,Woodruff Hall,CHN,7,7,5,7,4,4,1,3,3,5,7,7,7,3,7,6,5,4,5,5,5,5,5,5,5,0,5,5,5,5,5,1,1,1,1,1,2,0,0,4,4,1,1,0,0,0,0
R_1lrXEhzWb45ziJ8,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Anthropology & Human Biology,ANTHHBIOBS,Major,Woodruff Hall,ARE,6,2,6,2,3,1,1,4,3,4,7,6,6,2,6,7,4,4,4,5,5,3,5,5,5,4,4,0,5,5,2,1,1,1,0,1,2,0,0,5,4,1,1,0,0,0,0
R_22ytp9eJV4t0VSq,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Evans Hall,USA,7,7,5,3,4,4,3,4,3,3,5,6,4,4,3,6,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,1,1,1,0,1,2,0,1,4,4,1,1,0,0,0,0
R_3iOpNvf7ngC8zLC,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Human Health,HHBA,Major,Harris Hall,USA,6,3,5,4,2,1,2,5,4,4,6,5,5,2,3,7,5,4,5,5,5,4,5,4,4,3,4,3,5,5,3,1,1,1,0,1,2,0,1,4,3,4,1,0,0,0,0
R_1n0jzbavYtqZwfd,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBS,Major,No Dorm,USA,6,2,6,3,7,5,6,4,4,5,7,6,7,7,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,0,0,1,2,0,1,6,6,4,1,0,0,0,0
R_4My2xmiOc6UIvHb,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Psychology,PSYCHBA,Major,Harris Hall,USA,6,4,6,7,3,5,2,4,3,5,6,7,4,4,5,7,0,0,5,0,0,5,5,5,5,5,5,0,5,4,5,1,1,0,0,1,2,0,1,3,3,1,1,0,0,0,0
R_6PXXx5k8cx3EJnX,Survey Complete,GAH,Physician Assistant,Grad Yr 2,Physician Assistant,PHYSASTMMS,Major,No Dorm,USA,7,5,7,1,3,1,1,4,2,2,7,7,7,3,7,7,4,5,5,5,4,3,5,3,4,4,5,4,4,3,2,1,1,0,0,2,0,2,1,3,2,2,0,0,1,0,0
R_32RSanII2FLxB2s,Survey Complete,GAH,Physician Assistant,Grad Yr 2,Physician Assistant,PHYSASTMMS,Major,No Dorm,USA,5,5,5,5,5,2,1,5,3,4,5,5,5,5,3,4,4,5,3,3,5,5,4,5,4,5,4,5,4,4,3,1,1,0,0,2,0,2,1,1,4,4,1,0,0,0,0
R_2fjuRGojZ098VkZ,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,USA,3,3,3,3,1,1,1,1,1,3,4,4,4,4,4,4,5,0,0,3,5,2,5,5,3,0,0,5,3,1,1,1,1,0,0,2,0,2,1,1,4,6,1,0,0,0,0
R_1dgZN14fLePB13X,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Elizer Hall,GTM,5,6,4,4,6,6,1,7,3,3,5,7,6,4,7,5,4,2,4,4,5,5,5,5,5,5,4,4,4,3,4,1,1,0,0,1,3,0,0,5,5,2,1,0,0,0,0
R_AdJID2ALuwNqKCB,Survey Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Harris Hall,USA,3,4,4,3,1,2,1,3,3,4,4,2,2,5,3,4,5,5,5,3,3,4,3,4,3,3,3,4,3,4,3,1,1,0,0,1,2,0,1,4,7,1,0,0,1,0,0
R_32PUW7zEKLmZocR,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,"Women's, Gender & Sex. Studies",WMNSTPHD,Major,No Dorm,IND,7,7,5,6,7,1,1,7,5,3,7,6,7,7,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,0,2,0,2,0,4,5,1,1,0,0,0,0
R_3OdWFiUxP0SkUqn,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Environmental Sciences,ENVSBA,Major,Eagle Row H,USA,7,5,6,2,6,6,6,7,5,3,7,6,6,5,6,6,4,5,5,5,4,5,5,5,5,5,0,0,5,5,5,1,1,0,1,1,2,0,1,7,7,1,1,0,0,0,0
R_3LgSKOY6fdKy9dy,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Spanish,SPANISHBA,Major,Eagle Row 14,USA,6,4,5,6,6,1,1,4,2,5,7,7,5,4,3,4,5,0,0,5,5,0,3,0,3,5,5,0,5,3,1,1,0,0,0,1,2,0,1,5,4,4,1,0,0,0,0
R_2y8VFjR32bUD5AY,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Few Hall,USA,3,2,2,2,4,1,1,4,2,2,5,4,3,4,3,6,5,3,5,5,5,5,5,5,5,5,5,5,5,2,3,1,1,1,1,1,2,0,1,5,4,4,0,0,1,0,0
R_1LMxLD4p8X5BwrH,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Engineering Science,ENGSCIBS,Major,Clairmont Apts Tower,USA,4,3,5,7,2,4,2,1,2,3,5,3,4,2,5,5,5,3,3,4,5,4,4,4,4,5,4,4,5,4,5,1,1,1,1,1,3,0,1,5,4,4,0,0,1,0,0
R_1dztIripRQmAKjP,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,4,5,7,6,3,1,1,2,3,2,5,4,5,2,5,6,4,3,0,4,0,0,5,0,5,0,5,0,4,4,3,1,1,1,0,2,0,2,1,7,5,2,0,0,1,0,0
R_sohyjAwVOUIRVuh,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Applied Mathematics & Stats,MTAPSTBS,Major,Woodruff Hall,USA,6,3,3,4,2,2,2,5,1,2,4,7,5,3,3,4,5,4,3,4,4,0,4,3,5,4,4,3,5,2,1,1,1,0,0,1,2,0,1,5,7,4,1,0,0,0,0
R_31mYSrOHIFGQZfA,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Chemistry,CHEMBS,Major,Few Hall,USA,3,2,4,5,1,2,1,5,3,4,4,2,2,2,2,3,4,3,4,5,5,4,5,5,3,2,5,4,4,4,4,1,1,1,0,1,2,0,1,4,4,4,1,0,0,0,0
R_1ewx6NcmzpQQW1U,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Hopkins Hall,USA,7,7,7,7,7,7,7,7,5,5,6,7,6,5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,2,0,1,4,4,1,0,0,1,0,0
R_3PS33yNyvYwPICC,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Psychology,PSYCHBA,Major,Eagle Row 14,TUR,5,5,5,4,6,3,3,6,5,4,6,6,6,6,6,6,5,4,5,4,5,0,4,4,5,5,0,5,5,4,5,1,1,1,1,1,2,0,0,4,4,6,1,0,0,0,0
R_3KwGD2U0JKaXDM5,Survey Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Eagle Row H,USA,5,3,5,3,7,6,3,6,3,3,7,7,7,7,7,7,4,4,5,5,5,0,5,5,5,5,4,0,5,5,3,1,1,0,1,1,2,0,1,4,4,6,1,0,0,0,0
R_1d4CUAFwbs41o9s,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,7,7,7,6,6,7,6,7,3,5,4,4,3,4,3,4,3,3,4,4,4,3,4,5,3,4,4,5,3,5,3,1,0,0,0,1,2,0,1,3,1,3,0,0,1,0,0
R_21nTCKF21ueR3u1,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Eagle Row 15,USA,5,3,3,2,3,3,3,2,3,3,4,4,4,2,4,3,4,5,5,4,5,5,5,5,5,5,5,0,0,5,5,1,1,0,0,1,2,0,1,4,4,4,0,0,1,0,0
R_06qNetKUw4vVE4h,Survey Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Woodruff Hall,USA,5,3,7,7,1,2,1,4,3,5,4,4,2,5,2,4,5,0,5,5,5,0,5,5,5,5,4,0,0,5,3,1,1,0,0,1,2,0,1,5,4,3,0,0,1,0,0
R_9udzfWu0ggg8BwZ,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Biology,BIOLOGYBS,Major,Harris Hall,TWN,7,7,6,7,5,7,4,7,4,5,5,6,6,6,5,4,3,4,3,4,4,3,4,3,3,3,3,3,3,3,5,1,1,0,0,1,2,0,0,7,6,1,1,0,0,0,0
R_W7Oj5uyDSMIpwAx,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Linguistics Major,LINGBA,Major,Clairmont Apts Tower,USA,4,2,3,6,2,1,1,3,2,5,2,2,1,5,2,1,0,0,5,5,4,0,5,3,4,4,0,0,5,3,4,1,0,0,0,1,3,0,1,5,4,4,1,0,0,0,0
R_sEWPHhK4aUNOd0t,Survey Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Dobbs Hall,USA,6,6,5,4,4,1,1,4,5,5,5,5,2,7,5,3,3,4,5,5,3,5,5,5,5,5,4,4,4,5,5,1,1,0,0,1,2,0,1,1,3,4,0,0,1,0,0
R_1dyRZHO0OyTEmYZ,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Music,MUSICBA,Major,Woodruff Hall,USA,5,4,6,5,4,2,4,6,4,4,2,4,4,5,3,6,2,5,4,3,4,5,0,4,5,3,4,3,5,2,3,1,1,0,0,1,2,0,1,5,5,2,0,0,1,0,0
R_3m3n0K9kxyMwMnq,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Harris Hall,USA,6,5,4,3,3,3,1,5,2,4,4,5,3,6,4,5,4,4,0,5,5,5,5,0,5,4,4,5,5,4,5,1,1,1,0,1,2,0,1,3,7,1,1,0,0,0,0
R_3L7tOkDJsE7iY4s,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,Harris Hall,USA,7,7,7,5,3,3,1,3,3,3,5,6,4,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,2,0,1,6,7,1,1,0,0,0,0
R_WpMv3uvNbfOulH3,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Chemistry,CHEMBS,Major,Clairmont Apts Tower,USA,5,5,7,5,3,3,3,7,4,3,6,7,6,6,7,6,5,4,5,0,5,0,5,5,5,4,3,5,3,5,3,1,1,1,0,1,2,0,1,6,6,4,1,0,0,0,0
R_1GOeYnFN1RCrr1y,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,3,3,7,7,7,1,1,7,5,5,7,7,7,5,5,6,5,0,5,5,5,0,5,5,5,5,5,5,5,5,5,1,0,0,0,1,2,0,1,5,3,3,1,0,0,0,0
R_2fj4g4yq6t1nCUN,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Harris Hall,USA,5,7,7,7,4,3,3,6,5,4,6,7,6,6,6,6,4,4,5,5,3,5,5,5,5,5,3,4,4,5,5,1,1,0,0,1,2,0,1,6,7,1,1,0,0,0,0
R_27qcTQ80j44QVO8,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Environmental Health Sciences,EHSPHD,Major,No Dorm,USA,6,6,5,3,6,3,1,2,2,5,7,7,4,7,7,7,4,3,4,5,5,3,4,2,2,2,3,5,2,3,2,1,1,1,0,2,0,2,1,4,5,4,0,0,1,0,0
R_2dApyDEmGywpysA,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,4,5,6,3,1,1,2,2,4,3,3,1,2,1,3,5,3,2,5,0,5,0,0,4,3,4,5,3,2,2,1,1,0,0,2,0,2,1,4,4,3,0,0,1,0,0
R_3gSfmGAbx7Li7J1,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Comparative Literature,COMPLITPHD,Major,No Dorm,USA,6,6,6,4,3,2,2,4,3,3,7,7,7,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,2,0,2,1,4,6,6,0,0,1,0,0
R_3kMMZQ50bWDv2lc,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,4,6,2,1,1,1,2,1,1,2,3,5,2,1,2,4,4,4,4,5,4,4,2,2,4,5,4,4,1,1,0,0,1,0,2,0,2,1,5,2,4,1,0,0,0,0
R_1dLmmjhpajmBhmW,Survey Not Complete,GBUS,Evening MBA,Grad Yr 1,Business Administration,BUSMBAEV,Major,No Dorm,USA,7,7,7,7,7,7,5,1,4,5,7,7,7,7,7,7,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3PGEsG2LC3V2NIC,Survey Not Complete,GSAS,Doctor of Philosophy,Adv Stdng,Physics,PHYSICSPHD,Major,No Dorm,USA,6,5,6,6,3,1,1,3,3,4,5,5,5,3,2,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3M0exDwUDXY0wSf,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,4,5,2,1,1,1,3,3,4,6,4,3,4,5,5,3,2,3,4,5,5,5,4,3,5,5,3,5,3,1,1,1,1,2,0,2,1,4,5,4,1,0,0,0,0
R_3gObe83RXuJliJe,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Turman,USA,5,5,5,5,3,4,2,2,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,4,0,1,5,5,4,1,0,0,0,0
R_1K8Ba5nwti1yfGx,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,7,7,6,7,6,6,7,5,5,7,6,7,6,7,7,5,5,4,5,4,4,5,,3,5,5,4,5,4,5,1,0,0,0,2,0,2,1,5,4,1,0,0,1,0,0
R_DuEPEPkz7ZDtKuJ,Survey Complete,GNUR,Master of Science in Nursing,Grad Yr 1,Adult/Gerontology Pri Care NP,NRAGP,Major,No Dorm,USA,5,3,3,3,3,3,3,3,2,2,4,4,4,4,4,4,3,0,3,4,3,3,3,3,3,2,5,4,4,4,2,1,0,0,0,2,0,2,1,4,5,1,1,0,0,0,0
R_Z8K6tnoniu8ivHX,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Behavioral Sciences & Hlth Edu,SPHBSHEPHD,Major,No Dorm,USA,6,5,5,1,5,1,1,5,1,3,6,3,2,2,2,6,5,2,5,5,5,5,5,3,5,4,5,5,5,2,5,1,1,0,0,2,0,1,1,5,4,4,1,0,0,0,0
R_2vZAG4tppEFdpfQ,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,English,ENGLISHPHD,Major,No Dorm,GBR,5,5,5,3,4,1,1,3,3,4,5,5,5,6,5,5,4,4,4,4,4,4,4,3,4,4,4,5,5,3,3,1,1,1,1,2,0,2,1,3,3,4,1,0,0,0,0
R_3iUKVdXMkF8Zgpi,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,6,7,6,5,5,2,3,5,4,7,5,5,5,4,6,4,4,4,5,4,5,5,5,5,4,4,4,5,5,3,1,1,0,0,2,0,2,1,4,7,4,0,0,1,0,0
R_dcKd1vAmu5riUa5,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,3,5,2,3,3,1,5,2,2,4,6,6,1,6,6,5,0,0,0,0,0,5,3,4,4,5,5,5,2,4,1,0,0,0,2,0,2,1,3,2,4,1,0,0,0,0
R_yJhGBv9swZUXAvT,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,3,5,1,5,1,1,6,4,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,1,1,0,0,2,0,2,1,1,7,4,1,0,0,0,0
R_T2ir2OtzdDgfk6B,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Sociology,SOCBA,Major,Clairmont Apts Tower,USA,7,3,5,7,1,1,1,3,3,3,5,5,2,2,1,2,5,4,4,5,5,0,4,0,3,3,0,3,5,3,5,1,1,1,0,1,2,0,1,5,1,3,1,0,0,0,0
R_29n3kqIvDMUBA5P,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,No Dorm,USA,7,7,7,7,5,3,2,2,4,4,7,7,7,7,7,5,5,5,5,5,5,4,5,5,4,4,5,4,5,5,4,1,1,1,1,1,2,0,1,5,5,1,0,0,1,0,0
R_yNLULKBYz6Wb4oF,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Computer Science,COMPSCIBS,Major,Eagle Row H,USA,6,7,6,4,5,1,1,4,5,5,7,5,6,7,7,6,3,5,5,5,5,5,5,5,5,5,0,0,5,5,4,1,1,0,0,1,2,0,1,4,4,4,1,0,0,0,0
R_25YiWV2Oehbpg71,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Music,MUSICBA,Major,Raoul Hall,USA,7,5,5,3,2,3,1,1,5,5,5,3,3,2,2,4,4,4,4,5,5,0,5,4,4,4,5,0,5,5,4,1,1,0,0,1,2,0,1,3,4,3,0,0,1,0,0
R_1mrRJB6h5D6qpaI,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,USA,7,6,5,2,4,2,1,3,3,2,7,5,5,7,5,6,5,3,5,4,5,5,4,5,4,5,4,5,5,4,3,1,1,0,1,2,0,1,1,5,3,4,0,0,1,0,0
R_2CHeSBafzLAN3Rw,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Religion,RELPHD,Major,No Dorm,USA,7,7,7,7,7,1,1,3,3,1,4,5,5,7,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,2,1,1,1,1,1,2,0,2,1,4,5,4,0,0,1,0,0
R_3LcXFXTci4Id5Fz,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Hlth Srvs Rsrch & Hlth Policy,SPHHPMPHD,Major,No Dorm,USA,6,6,7,1,7,1,1,6,4,4,6,6,6,4,5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,0,2,0,2,0,5,5,1,1,0,0,0,0
R_2ZWyRvFn6sNPD3q,Survey Complete,THEO,Master Theological Stdy,Grad Yr 1,Theological Studies,THEOLSTMTS,Major,No Dorm,USA,5,5,5,4,5,1,1,4,2,2,5,7,5,7,5,6,5,5,3,5,5,4,5,4,5,4,4,5,4,2,2,1,1,1,1,2,0,2,1,5,4,4,0,0,1,0,0
R_2ZVu07iZzgYr1So,Survey Complete,UOXF,Associate of Arts,Freshman,Arts & Sciences,ARTSCIAA,Major,Haygood Hall,KOR,6,1,3,5,4,1,1,5,3,4,4,5,3,7,4,3,5,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,7,1,1,0,0,0,0
R_2ax07yBAim7EKqC,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Economics,ECONBA,Major,Harris Hall,VNM,6,4,2,2,3,2,1,1,2,5,5,6,5,7,7,7,5,5,0,5,5,0,5,5,5,5,5,0,5,3,2,1,1,1,1,1,2,0,1,7,7,1,1,0,0,0,0
R_eINLorFJmshpWM1,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Political Science,POLISCIBA,Major,Eagle Row 22,USA,5,3,3,7,2,1,1,1,2,3,2,5,3,7,2,1,4,4,0,5,5,0,3,0,5,5,5,0,5,3,0,1,1,0,0,1,2,0,1,2,1,3,1,0,0,0,0
R_3fdayiXYEm1HM03,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,4,3,5,5,1,1,1,3,3,5,5,7,5,3,4,2,0,0,0,5,4,0,0,0,0,0,0,0,0,3,4,1,0,0,0,1,2,0,1,4,8,3,1,0,0,0,0
R_RyrvnpGs6HX0U6J,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Political Science,POLISCIPHD,Major,No Dorm,USA,6,5,6,1,1,1,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,3,3,1,1,1,1,2,0,2,1,3,4,4,1,0,0,0,0
R_Rk9SagRZARgsggN,Survey Complete,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,5,3,7,1,5,2,1,2,4,5,6,5,4,7,4,5,5,5,5,4,5,5,4,5,5,5,5,4,5,3,2,1,1,0,0,2,0,1,1,4,5,4,1,0,0,0,0
R_1cZm8VEZtmaipUC,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Psychology,PSYCPHD,Major,No Dorm,USA,5,7,6,2,3,4,4,2,3,3,6,6,6,7,6,6,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1,0,1,2,0,2,1,1,4,4,1,0,0,0,0
R_r8tZv22yqSYowBr,Survey Complete,LAW,Doctor of Law,Prof 2,Law,LAWJD,Major,No Dorm,USA,6,3,6,6,1,3,1,3,3,4,4,5,3,5,4,6,4,4,4,5,5,3,5,3,3,4,3,4,4,4,3,1,1,0,0,2,0,2,1,4,4,4,1,0,0,0,0
R_WCBARm8eDAEbItP,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Applied Epidemiology,APEPIMPH,Major,No Dorm,USA,6,5,5,5,5,1,1,1,2,3,7,7,7,5,5,7,4,3,4,5,5,3,5,5,5,5,5,5,5,2,3,1,1,1,1,2,0,1,1,4,5,1,1,0,0,0,0
R_22La6YW9hvwL0w6,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Religion,RELPHD,Major,No Dorm,USA,5,5,3,4,1,1,1,1,2,2,4,4,4,3,3,3,5,5,3,5,5,0,5,4,0,5,5,0,5,2,3,1,1,0,0,2,0,2,1,3,5,4,0,0,1,0,0
R_1C2t5QAZ1au6Xbm,Survey Complete,THEO,Master of Divinity,Prof 2,Divinity,MDVDIVIN,Major,No Dorm,USA,6,4,6,5,4,2,1,5,3,3,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,0,0,2,0,2,1,3,4,4,1,0,0,0,0
R_1jv1D1FH9X0QIhw,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,USA,6,7,3,3,4,3,3,3,5,5,7,7,7,7,7,7,5,5,5,5,5,0,5,0,5,5,5,5,5,5,5,1,1,0,0,1,2,0,1,3,1,2,1,0,0,0,0
